dataset_id,split,engine_id,cycle,rul_pred,anomaly_score_raw,anomaly_score_smoothed,anomaly_state,decision_label,reason_codes,theta_rul_used,alpha_high_used,alpha_low_used,model_risk,policy_risk,trend_risk,volatility_risk,hybrid_risk,hybrid_state,hybrid_alarm_active,critical_proxy,missed_alarm_proxy,early_alarm_proxy,dominant_driver,expected_failure_stage,policy_version,run_id
DS01,test,7,24,74.17507,5.073719222536965e-14,6.728363151748978e-07,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,0.0,0.5907469012875733,0.09657469012875736,normal,False,False,False,False,uncertainty,Stable Monitoring,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,25,70.786964,5.3359894613969074e-08,5.179672100346656e-07,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,0.7946944000000002,0.5631986192834808,0.2527587419283482,normal,False,False,False,False,physics,Stable Monitoring,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,26,54.189865,2.2191776969715526e-05,5.936419649954881e-06,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,1.0,0.7143917480308903,0.3089391748030891,normal,False,False,False,False,physics,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,27,75.39377,9.27819169049826e-07,4.684269529728617e-06,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,0.2803460000000001,0.6925409660748234,0.1628232966074824,normal,False,False,False,False,uncertainty,Stable Monitoring,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,28,65.45217,6.394884621840903e-14,3.5132021632836743e-06,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,0.6251206666666671,0.7096181350748735,0.2334859468408208,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,29,79.03481,1.829089213423174e-09,2.635358894766112e-06,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,0.0,0.7172148233430924,0.10922148233430926,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,30,73.46862,0.0018338338712928,0.0004604349869942,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,0.2423889333333335,0.7043482476351498,0.1564126114301817,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,31,84.50695,7.257694445428342e-11,0.0003453262583899,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,0.0,0.7792195215142782,0.11542195215142784,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,32,84.97673,5.652256440669135e-12,0.0002589946952055,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,0.0,0.842310616565438,0.12173106165654382,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,33,67.86368,3.3873200133704984e-08,0.0001942544897041,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,0.9433486666666663,0.8146978830465679,0.3076395216379901,normal,False,False,False,False,physics,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,34,54.781387,1.616146771965532e-09,0.0001456912713148,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,0.8269615333333334,0.924910669623905,0.2953833736290572,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,35,71.26917,5.2566660690978046e-08,0.0001092815951512,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,0.0,0.8916960966998245,0.12666960966998247,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,36,65.100174,2.6459334723227807e-10,8.196126251180455e-05,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,0.785714733333334,0.8971320083365703,0.2843561475003239,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,37,68.673294,1.885647123889278e-06,6.194235866482573e-05,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,0.1285457333333331,0.8993845323800866,0.1531475999046753,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,38,78.19479,0.00033028873823,0.0001290289535561,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,0.0,0.9094218520663199,0.128442185206632,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,39,63.71542,4.127655550689724e-09,9.677274708097716e-05,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,0.6973100000000002,0.9248688658578624,0.2694488865857863,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,40,72.75303,0.0,7.257956031073287e-05,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,0.0,0.9266850216508221,0.13016850216508224,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,41,70.22238,7.589162331900212e-08,5.44536431388794e-05,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,0.0,0.8083680121491853,0.11833680121491855,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,42,62.452835,1.2402201488015407e-10,4.084026335966327e-05,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,0.8627290000000002,0.8346984980836464,0.29351564980836475,normal,False,False,False,False,physics,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,43,50.03031,1.956100127720184e-05,3.552044783904791e-05,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,1.0,0.986914319678136,0.33619143196781365,normal,False,False,False,False,physics,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,44,49.005283,1.4819119265041532e-09,2.664070635726756e-05,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,1.0,1.0,0.3375000000000001,normal,False,False,False,False,physics,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,45,55.960953,3.85064646835076e-09,1.9981492429567755e-05,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,1.0,1.0,0.3375000000000001,normal,False,False,False,False,physics,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,46,50.574966,9.249015997525587e-10,1.4986350547575754e-05,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,1.0,1.0,0.3375000000000001,normal,False,False,False,False,physics,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,47,55.202667,8.548717289613705e-15,1.1239762912818994e-05,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,1.0,0.9255006954787646,0.3300500695478765,normal,False,False,False,False,physics,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,48,66.22713,0.0,8.429822184614245e-06,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,0.10910333333333332,0.9194674751169577,0.15126741417836248,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,49,51.814137,4.5692789774065545e-08,6.3337898359042e-06,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,0.19781666666666667,0.9396920286744098,0.17103253620077435,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,50,46.89922,5.906386491005834e-14,4.750342391694117e-06,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,1.0,0.9792990985941107,0.3354299098594111,normal,False,False,False,False,physics,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,51,47.70824,4.61655977890274e-08,3.5742981932178445e-06,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,1.0,1.0,0.3375000000000001,normal,False,False,False,False,physics,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,52,43.053677,1.1102230246251563e-16,2.680723644941139e-06,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,1.0,1.0,0.3375000000000001,normal,False,False,False,False,physics,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,53,41.821888,1.5829028125913247e-05,5.967799765184166e-06,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,1.0,0.9750560843605613,0.3350056084360562,normal,False,False,False,False,physics,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,54,42.55111,2.935385103874921e-07,4.549234451484998e-06,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,1.0,0.9953320915565729,0.3370332091556574,normal,False,False,False,False,physics,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,55,57.498856,3.0578160004068873e-09,3.4126902926138497e-06,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,1.0,0.8553670654313478,0.3230367065431348,normal,False,False,False,False,physics,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,56,40.74658,1.2989609388114332e-14,2.5595177227077896e-06,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,1.0,0.7579225319623184,0.3132922531962319,normal,False,False,False,False,physics,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,57,40.46087,1.1703283365749328e-06,2.212220376174575e-06,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,1.0,0.7278772004166123,0.3102877200416613,normal,False,False,False,False,physics,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,58,34.580746,2.277289468111121e-12,1.6591658514532984e-06,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,1.0,0.8202921383192007,0.3195292138319201,normal,False,False,False,False,physics,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,59,35.947224,1.4514307422608397e-08,1.248002965445626e-06,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,0.8705372666666666,0.8791428368950095,0.29952173702283436,normal,False,False,False,False,uncertainty,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,60,36.153015,0.0013052296646726,0.0003272434183922,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,1.0,0.8906010483788586,0.3265601048378859,normal,False,False,False,False,physics,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,61,33.856136,4.978075729411555e-10,0.000245432688246,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,1.0,0.9340601136232872,0.3309060113623288,normal,False,False,False,False,physics,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,62,32.818314,1.1961740820076729e-08,0.0001840775066197,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,1.0,0.9377124745005093,0.331271247450051,normal,False,False,False,False,physics,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,63,29.61481,1.5876189252139742e-14,0.0001380581299687,OFF,Planned Maintenance,RUL_LOW|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.00770380000000003,0.72,1.0,0.7633855046067157,0.4598052604606717,normal,False,False,False,False,physics,RUL Degradation Path,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,64,31.18824,1.3973158630165017e-08,0.0001035470907662,OFF,Normal Operation,RUL_HIGH|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.0,0.15,1.0,0.7407599796144417,0.31157599796144425,normal,False,False,False,False,physics,Threshold Volatility,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,65,28.772444,1.5654144647214707e-14,7.766031807859914e-05,OFF,Planned Maintenance,RUL_LOW|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.024551119999999996,0.72,1.0,0.7617929745545633,0.46722730145545643,normal,False,False,False,False,physics,RUL Degradation Path,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,66,25.801899,1.2873050625472617e-08,5.8248456821605726e-05,OFF,Planned Maintenance,RUL_LOW|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.08396202000000003,0.72,1.0,0.7813930291796105,0.4959222119179611,normal,False,False,False,False,physics,RUL Degradation Path,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,67,25.26044,2.220446049250313e-16,4.368634261625981e-05,OFF,Planned Maintenance,RUL_LOW|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.09479120000000002,0.72,1.0,0.8170472462129861,0.5043607646212986,normal,False,False,False,False,physics,RUL Degradation Path,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,68,23.896616,5.551115123125785e-16,3.2764756962333635e-05,OFF,Planned Maintenance,RUL_LOW|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.12206767999999996,0.72,1.0,0.8530699774227111,0.5202374537422711,normal,False,False,False,False,physics,RUL Degradation Path,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,69,23.142797,6.661338147750939e-16,2.457356772191676e-05,OFF,Planned Maintenance,RUL_LOW|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.13714405999999996,0.72,1.0,0.8710228712750564,0.5288171141275058,normal,False,False,False,False,physics,RUL Degradation Path,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,70,24.960722,2.068018423173612e-09,1.8430692796043364e-05,OFF,Planned Maintenance,RUL_LOW|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.10078556,0.72,1.0,0.5831284498979855,0.48366634698979866,normal,False,False,False,False,physics,RUL Degradation Path,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,71,23.944876,3.3605340732378863e-11,1.3823027998367706e-05,OFF,Planned Maintenance,RUL_LOW|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.12110247999999997,0.72,1.0,0.5456796620477421,0.48906408220477426,normal,False,False,False,False,physics,RUL Degradation Path,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,72,19.053974,4.4741987892393815e-14,1.0367271009961276e-05,OFF,Planned Maintenance,RUL_LOW|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.21892051999999998,0.72,1.0,0.5330647743748371,0.5318207114374838,normal,False,False,False,False,physics,RUL Degradation Path,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,73,20.888893,9.9267238873324e-10,7.775701425568142e-06,OFF,Planned Maintenance,RUL_LOW|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.18222214,0.72,0.9127901999999999,0.5405094129680905,0.4986089442968091,normal,False,False,False,False,physics,RUL Degradation Path,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,74,17.483694,3.9719684430394864e-08,5.8417059902837055e-06,OFF,Planned Maintenance,RUL_LOW|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.25032612,0.72,1.0,0.5491296678191723,0.5475597207819174,normal,False,False,False,False,physics,RUL Degradation Path,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,75,16.55036,2.40696351738734e-13,4.381279552886868e-06,OFF,Planned Maintenance,RUL_LOW|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.2689928,0.72,1.0,0.534770818506114,0.5545238418506114,warning,True,False,False,False,physics,RUL Degradation Path,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,76,14.352818,4.712233936388086e-10,3.2860774705135603e-06,OFF,Planned Maintenance,RUL_LOW|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.31294363999999997,0.72,1.0,0.5448413016168532,0.5753087681616854,warning,True,False,False,False,physics,RUL Degradation Path,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,77,14.188897,4.226026363662872e-05,1.3029624012042347e-05,OFF,Planned Maintenance,RUL_LOW|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.31622205999999997,0.72,1.0,0.5379682701568184,0.5760967540156819,warning,True,False,False,False,physics,RUL Degradation Path,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,78,12.715669,8.187194147524224e-06,1.1819016545912818e-05,OFF,Planned Maintenance,RUL_LOW|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.34568662,0.72,1.0,0.5572669238350458,0.5912856713835046,warning,True,False,False,False,physics,RUL Degradation Path,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,79,12.01507,3.4793727232695915e-08,8.872960841242788e-06,OFF,Planned Maintenance,RUL_LOW|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.3596985999999999,0.72,1.0,0.5381933934051395,0.5956837093405141,warning,True,False,False,False,physics,RUL Degradation Path,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,80,10.562652,8.25894908018654e-13,6.654720837405818e-06,OFF,Planned Maintenance,RUL_LOW|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.38874696000000003,0.72,1.0,0.5363982892120547,0.6085759609212056,warning,True,False,False,False,physics,RUL Degradation Path,v2,ds-20260211T154143Z-814aa2e321
DS01,test,7,81,10.364341,2.213079830504227e-09,4.991593898011989e-06,OFF,Planned Maintenance,RUL_LOW|ANOM_OFF,30.0,0.2244259483191497,0.2019833534872347,0.39271318000000005,0.72,1.0,0.5443356957191123,0.6111545005719113,warning,True,False,False,False,physics,RUL Degradation Path,v2,ds-20260211T154143Z-814aa2e321
