engine_id,cycle,state,recommended_action,rationale,contributing_signals,risk_score,risk_driver,theta_warn_used,theta_critical_used,alpha_warn_used,alpha_critical_used,smooth_window_used
1,1,degrading,Schedule Inspection,Anomaly threshold exceeded; schedule inspection/diagnostics and increase monitoring frequency.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_ABOVE_ALPHA_WARN""]",99,ANOMALY,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,14,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,15,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,16,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,17,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,18,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,19,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,20,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,21,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,22,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,23,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,24,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,25,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,26,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,27,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,28,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,29,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,30,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,31,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,32,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,33,degrading,Schedule Inspection,Anomaly threshold exceeded; schedule inspection/diagnostics and increase monitoring frequency.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_ABOVE_ALPHA_WARN""]",50,ANOMALY,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,34,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,35,degrading,Schedule Inspection,Anomaly threshold exceeded; schedule inspection/diagnostics and increase monitoring frequency.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_ABOVE_ALPHA_WARN""]",2,ANOMALY,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,36,degrading,Schedule Inspection,Anomaly threshold exceeded; schedule inspection/diagnostics and increase monitoring frequency.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_ABOVE_ALPHA_WARN""]",32,ANOMALY,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,37,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,38,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,39,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,40,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,41,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,42,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,43,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,44,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,45,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,46,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,47,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,48,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,49,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,50,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,51,degrading,Schedule Inspection,Anomaly threshold exceeded; schedule inspection/diagnostics and increase monitoring frequency.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_ABOVE_ALPHA_WARN""]",12,ANOMALY,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,52,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,53,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,54,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,55,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,56,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,57,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,58,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,59,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,60,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,61,degrading,Schedule Inspection,Anomaly threshold exceeded; schedule inspection/diagnostics and increase monitoring frequency.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_ABOVE_ALPHA_WARN""]",1,ANOMALY,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,62,degrading,Schedule Inspection,RUL entered the planning window; schedule inspection and plan a maintenance slot.,"[""RUL_BELOW_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",15,RUL,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,63,degrading,Schedule Inspection,RUL entered the planning window; schedule inspection and plan a maintenance slot.,"[""RUL_BELOW_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",8,RUL,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,64,degrading,Schedule Inspection,RUL entered the planning window; schedule inspection and plan a maintenance slot.,"[""RUL_BELOW_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",5,RUL,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,65,degrading,Schedule Inspection,RUL entered the planning window; schedule inspection and plan a maintenance slot.,"[""RUL_BELOW_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",14,RUL,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,66,degrading,Schedule Inspection,RUL entered the planning window; schedule inspection and plan a maintenance slot.,"[""RUL_BELOW_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",3,RUL,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,67,degrading,Schedule Inspection,RUL entered the planning window and anomaly is elevated; schedule inspection and prepare maintenance lead time.,"[""RUL_BELOW_THETA_WARN"", ""ANOMALY_ABOVE_ALPHA_WARN""]",15,RUL,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,68,degrading,Schedule Inspection,RUL entered the planning window; schedule inspection and plan a maintenance slot.,"[""RUL_BELOW_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",46,RUL,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,69,degrading,Schedule Inspection,RUL entered the planning window; schedule inspection and plan a maintenance slot.,"[""RUL_BELOW_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",46,RUL,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,70,degrading,Schedule Inspection,RUL entered the planning window; schedule inspection and plan a maintenance slot.,"[""RUL_BELOW_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",68,RUL,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,71,degrading,Schedule Inspection,RUL entered the planning window; schedule inspection and plan a maintenance slot.,"[""RUL_BELOW_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",55,RUL,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,72,degrading,Schedule Inspection,RUL entered the planning window; schedule inspection and plan a maintenance slot.,"[""RUL_BELOW_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",62,RUL,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,73,degrading,Schedule Inspection,RUL entered the planning window and anomaly is elevated; schedule inspection and prepare maintenance lead time.,"[""RUL_BELOW_THETA_WARN"", ""ANOMALY_ABOVE_ALPHA_WARN""]",86,ANOMALY,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,74,degrading,Schedule Inspection,RUL entered the planning window and anomaly is elevated; schedule inspection and prepare maintenance lead time.,"[""RUL_BELOW_THETA_WARN"", ""ANOMALY_ABOVE_ALPHA_WARN""]",75,RUL,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,75,critical,Immediate Maintenance,RUL is below the critical threshold and anomaly is critically high; immediate maintenance is recommended.,"[""RUL_BELOW_THETA_CRITICAL"", ""ANOMALY_ABOVE_ALPHA_CRITICAL""]",100,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,76,degrading,Schedule Inspection,RUL entered the planning window and anomaly is elevated; schedule inspection and prepare maintenance lead time.,"[""RUL_BELOW_THETA_WARN"", ""ANOMALY_ABOVE_ALPHA_WARN""]",98,RUL,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,77,degrading,Schedule Inspection,RUL entered the planning window and anomaly is elevated; schedule inspection and prepare maintenance lead time.,"[""RUL_BELOW_THETA_WARN"", ""ANOMALY_ABOVE_ALPHA_WARN""]",94,RUL,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,78,critical,Immediate Maintenance,RUL is below the critical threshold; immediate maintenance is recommended to avoid near-term failure.,"[""RUL_BELOW_THETA_CRITICAL"", ""ANOMALY_BELOW_ALPHA_WARN""]",100,RUL,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,79,critical,Immediate Maintenance,RUL is below the critical threshold; immediate maintenance is recommended to avoid near-term failure.,"[""RUL_BELOW_THETA_CRITICAL"", ""ANOMALY_ABOVE_ALPHA_WARN""]",100,RUL,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
1,80,critical,Immediate Maintenance,RUL is below the critical threshold; immediate maintenance is recommended to avoid near-term failure.,"[""RUL_BELOW_THETA_CRITICAL"", ""ANOMALY_ABOVE_ALPHA_WARN""]",100,RUL,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,1,degrading,Schedule Inspection,Anomaly threshold exceeded; schedule inspection/diagnostics and increase monitoring frequency.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_ABOVE_ALPHA_WARN""]",0,ANOMALY,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,2,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,3,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,4,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,5,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,6,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,7,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,8,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,9,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,10,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,11,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,12,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,13,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,14,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,15,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,16,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,17,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,18,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,19,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,20,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,21,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,22,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,23,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,24,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,25,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,26,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
2,27,healthy,Monitor,No threshold breach detected; continue routine monitoring.,"[""RUL_ABOVE_THETA_WARN"", ""ANOMALY_BELOW_ALPHA_WARN""]",0,TIE,44.206092557176284,28.29423435999093,0.3416991538762232,0.5666856009640736,1
