dataset_id,split,engine_id,cycle,rul_true,rul_true_raw,rul_pred,dataset_family,model_name,source_type,source_truth,source_predictions,prediction_artifact_kind,abs_error,residual,final_cycle,is_final_cycle
DS01,test,7,11,79.0,,83.63056,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,4.630560000000003,4.630560000000003,90,False
DS01,test,7,12,78.0,,79.59896,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.5989600000000053,1.5989600000000053,90,False
DS01,test,7,13,77.0,,74.82898,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,2.1710199999999986,-2.1710199999999986,90,False
DS01,test,7,14,76.0,,77.92242,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.9224200000000025,1.9224200000000025,90,False
DS01,test,7,15,75.0,,77.104454,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,2.104454000000004,2.104454000000004,90,False
DS01,test,7,16,74.0,,74.39798,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,0.397980000000004,0.397980000000004,90,False
DS01,test,7,17,73.0,,69.57519,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,3.4248099999999937,-3.4248099999999937,90,False
DS01,test,7,18,72.0,,82.01391,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,10.013909999999996,10.013909999999996,90,False
DS01,test,7,19,71.0,,67.18581,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,3.8141899999999964,-3.8141899999999964,90,False
DS01,test,7,20,70.0,,62.478367,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,7.521633000000001,-7.521633000000001,90,False
DS01,test,7,21,69.0,,76.885895,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,7.885895000000005,7.885895000000005,90,False
DS01,test,7,22,68.0,,70.60148,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,2.601479999999995,2.601479999999995,90,False
DS01,test,7,23,67.0,,76.080376,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,9.080376000000001,9.080376000000001,90,False
DS01,test,7,24,66.0,,74.17507,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,8.175070000000005,8.175070000000005,90,False
DS01,test,7,25,65.0,,70.786964,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,5.7869639999999976,5.7869639999999976,90,False
DS01,test,7,26,64.0,,54.189865,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,9.810135000000002,-9.810135000000002,90,False
DS01,test,7,27,63.0,,75.39377,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,12.393770000000004,12.393770000000004,90,False
DS01,test,7,28,62.0,,65.45217,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,3.4521699999999953,3.4521699999999953,90,False
DS01,test,7,29,61.0,,79.03481,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,18.034809999999993,18.034809999999993,90,False
DS01,test,7,30,60.0,,73.46862,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,13.468620000000001,13.468620000000001,90,False
DS01,test,7,31,59.0,,84.50695,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,25.506950000000003,25.506950000000003,90,False
DS01,test,7,32,58.0,,84.97673,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,26.976730000000003,26.976730000000003,90,False
DS01,test,7,33,57.0,,67.86368,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,10.863680000000002,10.863680000000002,90,False
DS01,test,7,34,56.0,,54.781387,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.2186129999999977,-1.2186129999999977,90,False
DS01,test,7,35,55.0,,71.26917,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,16.269170000000003,16.269170000000003,90,False
DS01,test,7,36,54.0,,65.100174,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,11.100173999999996,11.100173999999996,90,False
DS01,test,7,37,53.0,,68.673294,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,15.673293999999999,15.673293999999999,90,False
DS01,test,7,38,52.0,,78.19479,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,26.194789999999998,26.194789999999998,90,False
DS01,test,7,39,51.0,,63.71542,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,12.715420000000002,12.715420000000002,90,False
DS01,test,7,40,50.0,,72.75303,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,22.753029999999995,22.753029999999995,90,False
DS01,test,7,41,49.0,,70.22238,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,21.22238,21.22238,90,False
DS01,test,7,42,48.0,,62.452835,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,14.452835,14.452835,90,False
DS01,test,7,43,47.0,,50.03031,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,3.03031,3.03031,90,False
DS01,test,7,44,46.0,,49.005283,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,3.0052829999999986,3.0052829999999986,90,False
DS01,test,7,45,45.0,,55.960953,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,10.960953000000003,10.960953000000003,90,False
DS01,test,7,46,44.0,,50.574966,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,6.574966000000003,6.574966000000003,90,False
DS01,test,7,47,43.0,,55.202667,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,12.202666999999998,12.202666999999998,90,False
DS01,test,7,48,42.0,,66.22713,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,24.227130000000002,24.227130000000002,90,False
DS01,test,7,49,41.0,,51.814137,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,10.814137000000002,10.814137000000002,90,False
DS01,test,7,50,40.0,,46.89922,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,6.89922,6.89922,90,False
DS01,test,7,51,39.0,,47.70824,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,8.708240000000004,8.708240000000004,90,False
DS01,test,7,52,38.0,,43.053677,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,5.053677,5.053677,90,False
DS01,test,7,53,37.0,,41.821888,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,4.821888000000001,4.821888000000001,90,False
DS01,test,7,54,36.0,,42.55111,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,6.551110000000001,6.551110000000001,90,False
DS01,test,7,55,35.0,,57.498856,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,22.498856000000004,22.498856000000004,90,False
DS01,test,7,56,34.0,,40.74658,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,6.746580000000002,6.746580000000002,90,False
DS01,test,7,57,33.0,,40.46087,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,7.46087,7.46087,90,False
DS01,test,7,58,32.0,,34.580746,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,2.5807459999999978,2.5807459999999978,90,False
DS01,test,7,59,31.0,,35.947224,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,4.9472239999999985,4.9472239999999985,90,False
DS01,test,7,60,30.0,,36.153015,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,6.1530150000000035,6.1530150000000035,90,False
DS01,test,7,61,29.0,,33.856136,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,4.856135999999999,4.856135999999999,90,False
DS01,test,7,62,28.0,,32.818314,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,4.818314000000001,4.818314000000001,90,False
DS01,test,7,63,27.0,,29.61481,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,2.6148099999999985,2.6148099999999985,90,False
DS01,test,7,64,26.0,,31.18824,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,5.18824,5.18824,90,False
DS01,test,7,65,25.0,,28.772444,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,3.772444,3.772444,90,False
DS01,test,7,66,24.0,,25.801899,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.8018989999999988,1.8018989999999988,90,False
DS01,test,7,67,23.0,,25.26044,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,2.260439999999999,2.260439999999999,90,False
DS01,test,7,68,22.0,,23.896616,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.8966160000000016,1.8966160000000016,90,False
DS01,test,7,69,21.0,,23.142797,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,2.1427970000000016,2.1427970000000016,90,False
DS01,test,7,70,20.0,,24.960722,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,4.9607220000000005,4.9607220000000005,90,False
DS01,test,7,71,19.0,,23.944876,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,4.944876000000001,4.944876000000001,90,False
DS01,test,7,72,18.0,,19.053974,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.0539740000000002,1.0539740000000002,90,False
DS01,test,7,73,17.0,,20.888893,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,3.8888929999999995,3.8888929999999995,90,False
DS01,test,7,74,16.0,,17.483694,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.4836939999999998,1.4836939999999998,90,False
DS01,test,7,75,15.0,,16.55036,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.5503600000000013,1.5503600000000013,90,False
DS01,test,7,76,14.0,,14.352818,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,0.3528179999999992,0.3528179999999992,90,False
DS01,test,7,77,13.0,,14.188897,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.1888970000000008,1.1888970000000008,90,False
DS01,test,7,78,12.0,,12.715669,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,0.7156690000000001,0.7156690000000001,90,False
DS01,test,7,79,11.0,,12.01507,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.0150699999999997,1.0150699999999997,90,False
DS01,test,7,80,10.0,,10.562652,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,0.5626519999999999,0.5626519999999999,90,False
DS01,test,7,81,9.0,,10.364341,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.3643409999999996,1.3643409999999996,90,False
DS01,test,7,82,8.0,,9.768455,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.7684549999999994,1.7684549999999994,90,False
DS01,test,7,83,7.0,,9.362165,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,2.362164999999999,2.362164999999999,90,False
DS01,test,7,84,6.0,,7.112424,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.1124239999999999,1.1124239999999999,90,False
DS01,test,7,85,5.0,,6.489532,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.4895319999999996,1.4895319999999996,90,False
DS01,test,7,86,4.0,,5.738484,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,1.7384839999999997,1.7384839999999997,90,False
DS01,test,7,87,3.0,,5.2770624,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,2.2770624,2.2770624,90,False
DS01,test,7,88,2.0,,4.8632135,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,2.8632134999999996,2.8632134999999996,90,False
DS01,test,7,89,1.0,,3.7429984,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,2.7429984,2.7429984,90,False
DS01,test,7,90,0.0,,3.824175,N-CMAPSS,AutoGluon snapshot,local_import_join,data/processed/N-CMAPSS/DS01/test_DS01_v0.csv,data/processed/outputs/N-CMAPSS/ncmapss_DS01_rul_predictions_autogluon_FIXED.csv,raw_prediction_export,3.824175,3.824175,90,True
